Code,Name,Lat,Lon,region1,region2
FTX,Owando,,,Republic of  Congo,Republic of  Congo
FTY,Atlanta Fulton County,33.776908,-84.521907,United States,United States
FUB,Fulleborn,-6.142409,150.641004,Papua New Guinea,Papua New Guinea
FUE,Fuerteventura airport ,39.467345,-0.341217,Spain,Spain
FUG,Fuyang,32.88554,115.769798,China,China
FUJ,Fukue,32.668073,128.837524,Japan,Japan
FUK,Fukuoka Airport ,33.5848,130.444,Japan,Japan
FUL,Fullerton,33.871784,-117.979863,United States,United States
FUM,Fuma,-6.383333,142.433333,Papua New Guinea,Papua New Guinea
FUN,Funafuti Atoll International,-8.523316,179.190964,Tuvalu,Tuvalu
FUO,Fuoshan Airport,,,China,China
FUT,Futuna,,,Wallis and Futuna Islands,Wallis and Futuna Islands
FWA,Municipal-Baer Field ,40.986396,-85.188448,United States,United States
FWH,Dallas Carswell Afb,32.769187,-97.436715,United States,United States
FWL,Farewell,62.506611,-153.893616,United States,United States
FWM,Fort William Hlpt,56.816667,-5.116667,United Kingdom,United Kingdom
FXE,Ft. Lauderdale Executive,26.19564,-80.172709,United States,United States
FXM,Flaxman Island,70.196602,-146.030945,United States,United States
FXO,Cuamba,-14.81631,36.53516,Mozambique,Mozambique
FXY,Forest City Municipal,43.23377,-93.626254,United States,United States
FYM,Fayetteville Municipal,35.058346,-86.564414,United States,United States
FYN,Fuyun,45,90.008333,China,China
FYT,Faya,,,Chad,Chad
FYU,Fort Yukon Airport,66.570296,-145.249385,United States,United States
FYV,Fayetteville-AR,36.004966,-94.16901,United States,United States
FZO,Filton,51.519165,-2.590278,United Kingdom,United Kingdom
GAA,Guamal,9.147832,-74.235804,Colombia,Colombia
GAB,Gabbs,38.924091,-117.959007,United States,United States
GAC,Gracias,14.5,-88.533333,Honduras,Honduras
GAD,Gadsden-AL,33.974649,-86.091591,United States,United States
GAE,Gabes,33.8699,10.1052,Tunisia,Tunisia
GAF,Gafsa Airport ,34.418,8.8179,Tunisia,Tunisia
GAG,Gage,36.291206,-99.775449,United States,United States
GAH,Gayndah,-25.613611,151.623886,Australia,Australia
GAI,Gaithersburg Montgomery,39.167762,-77.16518,United States,United States
GAJ,Yamagata Junmachi,38.410573,140.36644,Japan,Japan
GAK,Gakona,62.3,-145.3,United States,United States
GAL,Edward G. Pitka Sr Airport,64.736115,-156.9375,United States,United States
GAM,Gambell Airport,63.766766,-171.732819,United States,United States
GAN,Gan International Airport ,-0.695947,73.155275,Maldives,Maldives
GAO,Guantanamo,20.085278,-75.158333,Cuba,Cuba
GAP,Gusap,-6.05419,145.9583,Papua New Guinea,Papua New Guinea
GAQ,Gao,16.246262,-0.005036,Mali,Mali
GAR,Garaina,-4.711237,152.364197,Papua New Guinea,Papua New Guinea
GAS,Garissa,-0.463722,39.648445,Kenya,Kenya
GAT,Gap Tallard,44.458333,6.025,France,France
GAU,Borjhar ,26.104964,91.584434,India,India
GAV,Gag Island,-0.429935,130.866975,Indonesia,Indonesia
GAW,Gangaw,22.1775,94.141,Myanmar,Myanmar
GAX,Gamba,-2.7625,9.9872,Gabon,Gabon
GAY,Gaya,24.747223,84.943336,India,India
GAZ,Guasopa,-9.233333,152.95,Papua New Guinea,Papua New Guinea
GBA,Big Bay,-16.05,167.35,Vanuatu,Vanuatu
GBB,Gara Djebilet,,,Algeria,Algeria
GBC,Gasuke,-6.1,141.733333,Papua New Guinea,Papua New Guinea
GBD,Great Bend Airport ,38.347446,-98.861944,United States,United States
GBE,Sir Seretse Khama Int ,-24.55781,25.92429,Botswana,Botswana
GBF,Negarbo,-6.583333,144.666667,Papua New Guinea,Papua New Guinea
GBG,Galesburg,40.937549,-90.431435,United States,United States
GBH,Galbraith Lake,29.30171,-89.375826,United States,United States
GBI,"Aux Ab Aiport, Grand Bahama",,,Bahamas,Bahamas
GBJ,Marie Galante Les Bases,15.871424,-61.269366,Guadeloupe,Guadeloupe
GBK,Gbangbatok,7.800278,-12.366667,Republic of Sierra Leone,Republic of Sierra Leone
GBL,Goulburn Island,-11.665431,133.395398,Australia,Australia
GBM,Garbaharey,3.333333,42.183333,Somalia,Somalia
GBO,Baltimore Greenbelt,,,United States,United States
GBP,Gamboola,-16.544327,143.667708,Australia,Australia
GBR,Great Barrington,42.184192,-73.403231,United States,United States
GBT,Gorgan,36.909286,54.401808,Iran,Iran
GBU,Khashm El Girba,14.926389,35.888889,Sudan,Sudan
GBV,Gibb River,-16.333333,126.366667,Australia,Australia
GBZ,Great Barrier Island,-36.241012,175.468572,New Zealand,New Zealand
GCA,Guacamayas,2.283333,-74.95,Colombia,Colombia
GCC,Campbell County ,44.348361,-105.539151,United States,United States
GCI,Guernsey Airport,,,United Kingdom,United Kingdom
GCJ,Johannesburg Grand Central,-25.9881,28.1423,South Africa,South Africa
GCK,Municipal Airport ,37.927163,-100.724505,United States,United States
GCM,Owen Roberts Intl ,19.293056,-81.358611,Cayman Islands,Cayman Islands
GCN,National Park ,35.95337,-112.145289,United States,United States
GCY,Greenville Municipal,36.19298,-82.815046,United States,United States
GDA,Gounda,9.333333,21.183333,Central African Republic,Central African Republic
GDC,Greenville Donaldson Center,34.758263,-82.376416,United States,United States
GDD,Gordon Downs,-18.833333,128.533333,Australia,Australia
GDE,Gode,,,Ethiopia,Ethiopia
GDG,Magdagachi,,,Russian Federation,Russian Federation
GDH,Golden Horn,59.716667,-158.166667,United States,United States
GDI,Gordil,9.584691,21.732662,Central African Republic,Central African Republic
GDJ,Gandajika,-6.733333,23.95,Democratic Republic of Congo,Democratic Republic of Congo
GDL,Miguel Hidalgo ,20.5347,-103.3222,Mexico,Mexico
GDM,Gardner Municipal,42.549678,-72.015847,United States,United States
GDN,Rebiechowo ,54.377224,18.466944,Poland,Poland
GDO,Guasdualito Vare Marie,7.209167,-70.75972,Venezuela,Venezuela
GDP,Guadalupe,-6.781944,-43.581667,Brazil,Brazil
GDQ,Gondar,12.5166,37.45,Ethiopia,Ethiopia
GDT,Grand Turk Is Airport ,21.444445,-71.14222,Turks and Caicos Islands,Turks and Caicos Islands
GDV,Dawson Community ,47.137574,-104.805052,United States,United States
GDW,Gladwin,43.97056,-84.475684,United States,United States
GDX,Magadan,,,Russian Federation,Russian Federation
GDZ,Gelendzik,,,Russian Federation,Russian Federation
GEA,Noumea Magenta,-22.261667,166.470001,New Caledonia,New Caledonia
GEB,Gebe,,,Indonesia,Indonesia
GEC,Gecitkale,35.231667,33.720554,Cyprus,Cyprus
GED,Georgetown,40.309258,-75.826309,United States,United States
GEG,International ,47.623153,-117.536269,United States,United States
GEI,Green Islands,-4.500059,154.160175,Papua New Guinea,Papua New Guinea
GEK,Ganes Creek,62.983333,-156.5,United States,United States
GEL,Santo Angelo S Tiaraju,-28.278334,-54.171665,Brazil,Brazil
GEN,Oslo Gardermoen,58.85264,11.170088,Norway,Norway
GEO,Cheddi Jagan Int'l ,6.488333,-58.265835,Guyana,Guyana
GER,Nueva Gerona R. Cabrera,21.834722,-82.783889,Cuba,Cuba
GES,Buayan ,6.1203,125.2205,Philippines,Philippines
GET,Geraldton,-28.796389,114.707497,Australia,Australia
GEV,Gallivare Airport ,67.132249,20.815812,Sweden,Sweden
GEW,Gewoya,-9.3,148.466667,Papua New Guinea,Papua New Guinea
GEX,Geelong Airport ,-38.133333,144.35,Australia,Australia
GEY,Greybull S Big Horn,44.519155,-108.08307,United States,United States
GFA,Great Falls Malmstrom Afb,47.504959,-111.188026,United States,United States
GFB,Togiak Fish,,,United States,United States
GFE,Grenfell,-33.9,148.166667,Australia,Australia
GFF,Griffith,-34.245416,146.068386,Australia,Australia
GFK,Grand Forks Airport ,47.949168,-97.175967,United States,United States
GFL,Glens Falls,43.343,-73.612521,United States,United States
GFN,Grafton,-29.756223,153.030717,Australia,Australia
GFO,Bartica,6.416396,-58.579515,Guyana,Guyana
GFR,Granville,48.882221,-1.565278,France,France
GFY,Grootfontein,-19.59947,18.12164,Namibia,Namibia
GGC,Lumbala,-14.116667,21.433333,Angola,Angola
GGD,Gregory Downs,-18.7,139.25,Australia,Australia
GGE,Georgetown,33.31472,-79.318684,United States,United States
GGG,Gregg County ,32.379587,-94.719809,United States,United States
GGL,Gilgal,8.333333,-77.083333,Colombia,Colombia
GGN,Gagnoa,6.133333,-5.933333,Ivory Coast,Ivory Coast
GGO,Guiglo,6.55,-7.483333,Ivory Coast,Ivory Coast
GGR,Garoe,8.416667,48.483333,Somalia,Somalia
GGS,Gobernador Gregores,-48.78286,-70.154198,Argentina,Argentina
GGT,Exuma International ,23.561388,-75.874168,Bahamas,Bahamas
GGW,International ,48.234151,-106.606783,United States,United States
GHA,Ghardaia Noumerate,32.3825,3.8152,Algeria,Algeria
GHB,Governors Harbour Airport ,25.284166,-76.330559,Bahamas,Bahamas
GHC,Great Harbour Cay,25.738333,-77.839996,Bahamas,Bahamas
GHE,Garachine,8.537981,-80.782127,Panama,Panama
GHK,Gush Katif,31.083333,35.3,Israel,Israel
GHM,Centerville Municipal,35.837423,-87.445364,United States,United States
GHN,Guanghan,30.466667,106.65,China,China
GHT,Ghat,25.145834,10.143333,Libya,Libya
GHU,Gualeguaychu,-33.006,-58.613194,Argentina,Argentina
GIB,North Front ,53.739815,-2.587614,United Kingdom,United Kingdom
GIC,Boigu Island,-9.266667,142.2,Australia,Australia
GID,Gitega Zenngo,-3.4159,29.9087,Burundi,Burundi
GIF,Winter Haven,28.063831,-81.744728,United States,United States
GIG,Rio de Janeiro Int'l airport ,-22.81158,-43.239776,Brazil,Brazil
GII,Siguiri,11.4,-9.183333,Guinea,Guinea
GIL,Gilgit,,,Pakistan,Pakistan
GIM,Miele,-0.016667,11.4,Gabon,Gabon
GIR,Girardot,4.275833,-74.794724,Colombia,Colombia
GIS,Gisborne Airport ,-38.659973,177.977791,New Zealand,New Zealand
GIT,Geita,-2.8792,32.1739,Tanzania,Tanzania
GIY,Giyani,-23.283472,30.649973,South Africa,South Africa
GIZ,Gizan,16.901083,42.585777,Saudi Arabia,Saudi Arabia
GJA,Guanaja Island,16.44945,-85.910533,Honduras,Honduras
GJL,Jijel,36.799,5.882,Algeria,Algeria
GJM,Guajara-Mirim,-10.786917,-65.284973,Brazil,Brazil
GJN,Jounieh,39.523628,-87.125187,Brazil,Brazil
GJR,Gjogur,65.986805,-21.352024,Iceland,Iceland
GJT,Walker Field ,39.121903,-108.528551,United States,United States
GKA,Goroka Airport ,-6.08329,145.3911,Papua New Guinea,Papua New Guinea
GKE,Geilenkirchen,50.960556,6.0425,Germany,Germany
GKH,Gorkha,28.0333,84.4666,Nepal,Nepal
GKL,Great Keppel Island,-23.184213,150.942407,Australia,Australia
GKN,Gulkana,62.153765,-145.451931,United States,United States
GKO,Kongo-Boumba,-0.086314,11.468564,Gabon,Gabon
GLA,Glasgow Int'l airport ,55.870265,-4.434888,United Kingdom,United Kingdom
GLC,Geladi,6.966667,46.416667,Ethiopia,Ethiopia
GLD,Goodland,39.369035,-101.697361,United States,United States
GLF,Golfito,8.654008,-83.182186,Costa Rica,Costa Rica
GLG,Glengyle,-24.766667,139.583333,Australia,Australia
GLH,Greenville Airport ,33.480927,-90.989778,United States,United States
GLI,Glen Innes,-29.672801,151.692558,Australia,Australia
GLK,Galcaio,6.7786,47.452801,Somalia,Somalia
GLL,Gol Klanten,60.783333,9.05,Norway,Norway
GLM,Glenormiston,-22.283333,138.316667,Australia,Australia
GLN,Goulimime,-37.864379,145.157917,Morocco,Morocco
GLO,Gloucester/Cheltenham Gloucester,51.892776,-2.164722,United Kingdom,United Kingdom
GLP,Gulgubip,-5.283333,141.516667,Papua New Guinea,Papua New Guinea
GLQ,Glennallen,62.116667,-145.55,United States,United States
GLR,Gaylord Otsego,45.010835,-84.704336,United States,United States
GLS,Galveston Scholes,29.268331,-94.854839,United States,United States
GLT,Gladstone Airport ,-23.870002,151.225602,Australia,Australia
GLV,Golovin,64.543175,-163.026047,United States,United States
GLW,Glasgow Municipal,37.03339,-85.953186,United States,United States
GLX,Galela,,,Indonesia,Indonesia
GLY,Mt. Goldsworthy,-20.083333,119.666667,Australia,Australia
GLZ,Breda Gilze Rijn,51.565684,4.934893,Netherlands,Netherlands
GMA,Gemena,3.235556,19.77014,Democratic Republic of Congo,Democratic Republic of Congo
GMB,Gambela,8.128333,34.562778,Ethiopia,Ethiopia
GMC,Guerima,3.633333,-71.166667,Colombia,Colombia
GME,Gomel,52.526649,31.02162,Belarus,Belarus
GMI,Gasmata,,,Papua New Guinea,Papua New Guinea
GMM,Gamboma Brazzavile,-1.933333,15.866667,Republic of  Congo,Republic of  Congo
GMN,Greymouth,-42.46802,171.187481,New Zealand,New Zealand
GMP,Gimpo International ,37.55,126.8,South Korea,South Korea
GMR,Gambier Is.,-23.075247,-134.889442,French Polynesia,French Polynesia
GMS,Guimaraes,-2.133333,-44.6,Brazil,Brazil
GMT,Granite Mountain,37.704448,-81.270873,United States,United States
GMU,Greenville Downtown,34.84567,-82.351728,United States,United States
GMZ,La Gomera ,28.029922,-17.21357,Spain,Spain
GNA,Grodna,53.601665,24.055,Belarus,Belarus
GNB,Saint Geoirs ,45.362801,5.328784,France,France
GND,Point Saline Intl ,12.005322,-61.786208,Grenada,Grenada
GNE,Ghent,51.05,3.716667,Belgium,Belgium
GNG,Gooding,42.917131,-114.764988,United States,United States
GNI,Green Island,,,Taiwan,Taiwan
GNM,Guanambi,-14.208305,-42.746387,Brazil,Brazil
GNN,Ghinnir,7.15,40.716667,Ethiopia,Ethiopia
GNR,General Roca,-39.000672,-67.620514,Argentina,Argentina
GNS,Gunungsitoli,1.281156,97.615137,Indonesia,Indonesia
GNT,Grants Milan,35.166829,-107.901213,United States,United States
GNU,Goodnews Bay,59.119383,-161.581528,United States,United States
GNV,Regional Airport ,29.686925,-82.276432,United States,United States
GNY,Granby Grand Cnty,40.089572,-105.91625,United States,United States
GNZ,Ghanzi,-21.7,21.666667,Botswana,Botswana
GOA,Cristoforo Colombo ,44.415,8.85071,Italy,Italy
GOB,Goba,5.904373,36.575439,Ethiopia,Ethiopia
GOC,Gora,-8.416667,147.666667,Papua New Guinea,Papua New Guinea
GOE,Gonalia,-8.214046,141.563507,Papua New Guinea,Papua New Guinea
GOF,San Angelo Goodfellow Afb,32.682286,-96.58743,United States,United States
GOH,Nuuk,64.190834,-51.678055,Greenland,Greenland
GOI,Dabolim ,15.380257,73.832438,India,India
GOJ,Nizhniy Novgorod Airport ,,,Russian Federation,Russian Federation
GOK,Guthrie,35.848947,-97.417084,United States,United States
GOL,Gold Beach,42.415306,-124.425021,United States,United States
GOM,Goma,-1.67919,29.2394,Democratic Republic of Congo,Democratic Republic of Congo
GON,Groton-New London-CT,41.330059,-72.045137,United States,United States
GOO,Goondiwindi,-28.521642,150.319715,Australia,Australia
GOP,Gorakhpur,19.98031,86.03035,India,India
GOQ,Golmud,36.813541,95.349808,China,China
GOR,Gore,10.7,39.066667,Ethiopia,Ethiopia
GOS,Gosford,-33.433333,151.35,Australia,Australia
GOT,Landvetter ,57.662669,12.283698,Sweden,Sweden
GOU,Garoua,9.3333,13.3833,Cameroon,Cameroon
GOV,Nhulunbuy Airport ,-12.274703,136.826159,Australia,Australia
GOY,Gal Oya Amparai,7.3333,81.6166,Sri Lanka,Sri Lanka
GOZ,Gorna Orechovitsa,43.15686,25.70863,Bulgaria,Bulgaria
GPA,Araxos Airport ,38.150833,21.426666,Greece,Greece
GPB,Guarapuava Tt Faria,-25.387774,-51.522128,Brazil,Brazil
GPI,Glacier Park International Airport,2.570278,-77.898331,Colombia,Colombia
GPL,Guapiles,10.217222,-83.794998,Costa Rica,Costa Rica
GPN,Garden Point,-11.4,130.433333,Australia,Australia
GPO,General Pico,-35.696183,-63.758286,Argentina,Argentina
GPS,Baltra ,-0.455278,-90.265274,Ecuador,Ecuador
GPT,Biloxi Regional ,30.410845,-89.072275,United States,United States
GPZ,Grand Rapids-MN,47.212413,-93.50892,United States,United States
GQJ,Machrihanish RAF,,,United Kingdom,United Kingdom
GQQ,Galion,,,United States,United States
GRA,Gamarra,8.199729,-73.775666,Colombia,Colombia
GRB,Austin-Straubel Field ,44.491215,-88.127125,United States,United States
GRC,Grand Cess Wr Tolbert,4.6,-8.166667,Liberia,Liberia
GRD,Greenwood,34.248784,-82.158971,United States,United States
GRE,Greenville Municipal,38.836009,-89.380652,United States,United States
GRG,Gardez,33.616667,69.116667,Afghanistan,Afghanistan
GRH,Garuahi,-10.316667,150.683333,Papua New Guinea,Papua New Guinea
GRI,Grand Island Airport ,40.970007,-98.318808,United States,United States
GRJ,George Airport ,-34.0033,22.3791,South Africa,South Africa
GRK,Robert Gray Army Airfield ,31.06741,-97.829305,United States,United States
GRL,Garasa,-7.95,147.183333,Papua New Guinea,Papua New Guinea
GRM,Grand Marais Devils Trk,47.838333,-90.383057,United States,United States
GRN,Gordon,,,United States,United States
GRO,Costa Brava airport ,41.899179,2.764603,Spain,Spain
GRP,Gurupi,-11.666667,-49.216667,Brazil,Brazil
GRQ,Eelde ,53.122326,6.579419,Netherlands,Netherlands
GRR,Kent County Intl ,42.881342,-85.522916,United States,United States
GRS,Grosseto Baccarini Airport,42.7575,11.0725,Italy,Italy
GRT,Gujrat,32.566667,74.083333,Pakistan,Pakistan
GRU,Guarulhos Intl ,-23.425669,-46.481926,Brazil,Brazil
GRV,Grozny,,,Russian Federation,Russian Federation
GRW,Graciosa Island Airport ,39.09111,-28.028889,Portugal,Portugal
GRX,Granada Airport ,37.188063,-3.775707,Spain,Spain
GRY,Grimsey,66.561195,-18.019034,Iceland,Iceland
GRZ,Thalerhof ,46.990244,15.43893,Austria,Austria
GSA,Long Pasia,5.333333,117.166667,Malaysia,Malaysia
GSC,Gascoyne Junction,-25.052869,115.201964,Australia,Australia
GSE,Saeve ,57.77578,11.875103,Sweden,Sweden
GSH,Goshen,41.527951,-85.792926,United States,United States
GSL,Yellowknife Great Slave Lake,62.595833,-111.541667,Canada,Canada
GSM,Gheshm,,,Iran,Iran
GSN,Saipan International Airport,-31.866667,138.2,Australia,Australia
GSO,Piedmont Triad Intl ,36.105765,-79.937882,United States,United States
GSP,Greenville-Spartanburg ,34.891564,-82.217731,United States,United States
GSR,Gardo,9.516667,49.083333,Somalia,Somalia
GSS,Sabi Sabi,-25.116667,30.8,South Africa,South Africa
GST,Gustavus Arpt ,58.424364,-135.707372,United States,United States
GSU,Gedaref,14.133333,35.316667,Sudan,Sudan
GSY,Grimsby Binbrook,53.4533,-0.2,United Kingdom,United Kingdom
GTA,Gatokae Aerodrom,,,Solomon Islands,Solomon Islands
GTB,Genting Hlpt,3.416667,101.8,Malaysia,Malaysia
GTC,Green Turtle,26.783333,-77.333333,Bahamas,Bahamas
GTE,Groote Eyeland,-13.974284,136.462397,Australia,Australia
GTF,International ,47.481999,-111.37068,United States,United States
GTG,Grantsburg Municipal,45.798686,-92.665332,United States,United States
GTI,Groote Eylandt,,,Germany,Germany
GTK,Sungei Tekai,2.6,102.916667,Malaysia,Malaysia
GTN,Mount Cook,-43.911541,170.126373,New Zealand,New Zealand
GTO,Gorontalo Tolotio,0.635306,122.849083,Indonesia,Indonesia
GTR,Golden Triangle Reg. ,33.452018,-88.590398,United States,United States
GTS,Granites,-26.966667,133.616667,Australia,Australia
GTT,Georgetown,-18.303067,143.530542,Australia,Australia
GTW,Zlin Holesov,49.304272,17.57165,Czech Republic,Czech Republic
GTY,Gettysburg,39.840832,-77.27417,United States,United States
GUA,La Aurora ,14.5884,-90.5306,Guatemala,Guatemala
GUB,Guerrero Negro Airport,28.025223,-114.02317,Mexico,Mexico
GUC,Gunnison Airport ,38.53615,-106.935017,United States,United States
GUD,Goundam,,,Mali,Mali
GUE,Guriaso,-3.583333,141.583333,Papua New Guinea,Papua New Guinea
GUF,Gulf Shores Edwards,30.287879,-87.672905,United States,United States
GUG,Guari,-8.1,146.883333,Papua New Guinea,Papua New Guinea
